"id","headline","is_approximate_address","address","city","state","latitude","longitude","formatted_address","inc_date","inc_time","inc_type","is_homicide","victim_count","killed_count","is_victims_unknown","summary","suspect_count","is_suspects_unknown","inc_slug"
"552","Shooting injures two men","0","1300 block of Lancaster Ave.","Wilmington","DE","39.743097","-75.565980","1300 block of Lancaster Ave., Wilmington, DE 19805","2015-10-27","01:10:00","SH","0","2","0","0","Two men were shot early Tuesday near Lancaster Avenue and Franklin Street. 

Officers responded to a call a few blocks away, near Delamore Place and Lancaster Avenue, and found a 40-year-old man with an abdominal gunshot wound at about 1:10 a.m. Shortly after that, police were notified that a 19-year-old man had arrived at the St. Francis Hospital with a gunshot wound to his right wrist.

Both men were wounded in the same incident on the 1300 block of Lancaster Avenue, according to police, who expect to release more information later on Tuesday.

Police later said the 19-year-old man was the accomplice of a 17-year-old shooter. ","2","0","shooting-injures-two-men"
"553","One injured in Canby Park shooting","1","1800 block of Prospect Road","Wilmington","DE","39.738120","-75.580507","1800 block of Prospect Road, Wilmington, DE 19805","2015-10-27","22:25:00","SH","0","1","0","0","Police were called out to a shooting at Canby Park found a 37-year-old man suffering from a gunshot wound to his abdominal area. 

The man was treated by New Castle County paramedics and taken to Christiana Hospital, where he was described as in stable condition. 

The circumstances surrounding the shooting were under investigation. ","0","1","one-injured-canby-park-shooting"
"554","Man, 25, shot in ankle","1","Jensen Drive","Wilmington","DE","39.748486","-75.526784","Jensen Drive","2015-10-29","23:45:00","SH","0","1","0","0","A 25-year-old man showed up at Wilmington Hospital after being shot shortly before midnight on Thursday, according to Wilmington Police.

At about 11:45 p.m. police were notified that the man had arrived at the hospital in a personal vehicle with a gunshot wound in his left ankle.
","0","1","man-25-shot-ankle"
"555","Two shot in Wilmington's East Side","1","E. 10th and Bennett streets","Wilmington","DE","39.742261","-75.539798","E. 10th and Bennett streets, Wilmington, DE 19801","2015-11-01","18:15:00","SH","0","2","0","0","A woman was shot in the cheek and a man shot in the arm on Wilmington's East Side Sunday evening.

Police responded to the 700 block of E. 10th St. on a report of a shooting called in about 6:15 p.m. Arriving officers found a 46-year-old woman in the 900 block of Spruce St. with a gunshot wound to the cheek area, and a 42-year-old man in the 1000 block of Spruce Street with a gunshot wound to the arm.

Both victims were taken to Christiana Hospital. ","0","1","two-shot-wilmingtons-east-side"
"556","Two, including a 13-year-old, shot in Hilltop","1","N. Harrison and Conrad streets","Wilmington","DE","39.744059","-75.563723","N. Harrison and Conrad streets, Wilmington, DE 19805","2015-11-02","16:40:00","SH","0","2","0","0","Police were called out to Third and North Harrison street on a report of a shooting about 4:40 p.m. 

Arriving officers founts two victims: a 13-year-old girl who was suffering from a gunshot wound to her leg; and a 23-year-old man suffering from a gunshot wound to his right hip area. 

Both victims were treated on scene by New Castle County paramedics before being taken to Christiana Emergency Room and the Nemours/Alfred I. duPont Hospital for Children. Both were in good condition, police said. ","0","0","two-shot-hilltop"
"557","Man critically wounded in East Side shooting","1","Taylor and Kirkwood streets","Wilmington","DE","39.741262","-75.542054","Taylor and Kirkwood streets, Wilmington, DE 19801","2015-11-02","17:10:00","SH","0","1","0","0","Wilmington police detectives were on foot in the area of the Ninth and Spruce streets when they called in shots being fired in the immediate area about 5:10 p.m. 

The detectives found a 27-year-old man wounded near the corner of Taylor and Kirkwood Streets. He was suffering from gunshot wounds to his torso and lower extremity areas. 

The victim was treated by New Castle County paramedics and taken by state police helicopter to Christiana Hospital, where he was described to be in critical condition. 
","0","1","man-found-shot-east-side"
"558","Shooting in Southbridge ","1","S. Heald and Lobdell streets","Wilmington","DE","39.731296","-75.542498","S. Heald and Lobdell streets, Wilmington, DE 19801","2015-11-02","22:30:00","SH","0","1","0","0","A shooting in Wilmington's Southbridge neighborhood left a man in the hospital and a white Honda riddled with at least 21 bullet holes.

The shooting happened just before 10:30 p.m. Monday on Lobdell Street, east of South Heald Street, and outside of the Casbar Lounge. 

Police did not find a victim at the scene, but were notified of a 22-year-old man who arrived at Wilmington Hospital with gunshot wounds to the left forearm and lower left leg. The victim is in stable condition.

","0","1","shooting-southbridge"
"559","Teen shoot in the back","1","Maryland Ave. and S. Harrison St.","Wilmington","DE","39.731296","-75.542498","Maryland Ave. and S. Harrison St., Wilmington, DE 19805","2015-11-03","14:20:00","SH","0","1","0","0","A 17-year-old boy was critically injured Tuesday afternoon near Pulaski Park after he was shot in the back, police said.

At least two dozen officers were on the scene at the intersection of Maryland Avenue and South Harrison Street at about 2:30 p.m. Tuesday. Upon arrival, officers found a teen with a gunshot wound to the back.

He was treated on scene by New Castle County paramedics and taken to Christiana Hospital, where he was listed in critical condition, police said.","0","1","teen-shoot-back"
"560","Shooting injures 19-year-old man","1","N. West and W. 20th streets","Wilmington","DE","39.753637","-75.543283","N. West and W. 20th streets, Wilmington, DE 19802","2015-11-20","18:45:00","SH","0","1","0","0","A 19-year-old man was shot in the torso on 20th Street near West Street, police said. 

The man was walking up 20th Street about 7 p.m. when five shots rang out, police said. He went into a house where people had been out on the porch and waited there until police arrived.

He was in stable condition when he was taken by ambulance to Christiana Hospital

Police couldn't find where the shooting occurred because there were no bullet casings on the ground.","0","1","shooting-injures-19-year-old-man"
"561","Man shot in hand","1","2500 block of Carter St.","Wilmington","DE","39.753228","-75.534938","2500 block of Carter St., Wilmington, DE 19802","2015-11-25","17:55:00","SH","0","1","0","0","Officers responded to the 2500 block of Carter St. at about 5:55 p.m. for a report of shots fired, police said 

Although a shooting scene was located nearby, police said no victim was found upon arrival. 

About two hours, officers were called to Christiana Hospital about a man suffering from a gunshot wound to the right hand, police said. He was treated for his injuries and released.","0","1","man-shot-hand"
"562","Man shot multiple times","1"," 200 block of W. 30th St.","Wilmington","DE","39.758325","-75.533614","200 block of W. 30th St., Wilmington, DE 19802","2015-11-25","21:35:00","SH","0","1","0","0","Officers called to the 200 block of W. 30th Street for a shooting, found a 28-year-old man in his vehicle suffering from multiple gunshot wounds, police said. 

He was treated on scene by New Castle County paramedics before being taken to Christiana Hospital.

Police did not release his condition.","0","1","man-shot-multiple-times"
"563","Boy, 15, shot in arm","1","2700 block of Northeast Blvd.","Wilmington","DE","39.749361","-75.527852","2700 block of Northeast Blvd., Wilmington, DE 19802","2015-11-28","22:30:00","SH","0","1","0","0","Wilmington police were investigating a shooting that left a 15-year-old boy injured in the 2700 block of Northeast Blvd. Saturday night.

Reports of a shooting and a possible person down in the street came in shortly after 10:30 p.m. Saturday, according to police scanner reports. Officers arriving at the reported location – also known as Governor Printz Boulevard – did not find a victim or shooting scene. 

About 20 minutes later, however, officers were contacted by Wilmington Hospital staff that a teen boy had arrived with a gunshot would to his right bicep. 
","0","1","boy-15-shot-arm"
"564","Wilmington man fatally shot in head","1","700 block of E. 22nd St.","Wilmington","DE","39.749372","-75.535147","700 block of E. 22nd St., Wilmington, DE 19802","2015-12-01","13:30:00","SH","1","1","1","0","A 30-year-old Wilmington man who was found with a gunshot wound to his head has died.

Jabari Saunders died late Tuesday from a gunshot injury he received earlier that day, said police. 

Saunders was found about 1:30 p.m. in the 700 block of E. 22nd St. by Wilmington police responding to a report of shots fired. Saunders was treated on scene by New Castle County paramedics before he was taken to Chrsitana Hospital, where he died, police said.","0","1","wilmington-man-fatally-shot-head"
"565","Boy, 16, shot in leg","1","2500 block of Bowers St.","Wilmington","DE","39.747980","-75.526348","2500 block of Bowers St., Wilmington, DE 19802","2015-12-05","21:45:00","SH","0","1","0","0","A 16-year-old walking in the 2500 block of Bowers St. in Wilmington was shot in the leg.

Officers were called to the block at about 9:45 p.m. for a report of shots fired, but police could not find a shooting victim or scene in the area. 

Shortly after the report, a 16-year-old boy arrived at Wilmington Hospital with a gunshot wound to his upper right leg, police said. 

","0","1","boy-16-shot-leg"
